;-------------------------------------------------,,
;0-199 基本素質,,
;-------------------------------------------------,,
0,처녀,
1,동정,
2,애널처녀,
9,붕괴,;売却額がかなり低下。営業で客の満足度激減

;성격,,
10,겁쟁이,;ABL:従順が上げやすい。PALAM:反感が上がりにくい
11,건방짐,;コマンドを実行しにくい。売却の際に従順4以上必要。PALAM:온순と欲情が上がりにくい
12,다부짐,;コマンドを実行しにくい。売却の際に従順4以上必要
13,솔직함,;コマンドを実行しやすい。ABL:従順と봉사정신が上げやすい。PALAM:온순が上がりやすい
14,얌전함,;PALAM:反感が上がりにくい
15,프라이드 높음,;コマンドを実行しにくい。ABL:기교と봉사정신が上げにくい。PALAM:屈服が上がりにくい
16,활발함,;ABL:従順と봉사정신が上げにくい。
17,프라이드 낮음,;コマンドを実行しやすい。ABL:봉사정신が上げやすい。PALAM:屈服が上がりやすい
18,츤데레,;反抗的を同時に持つ場合, 従順4以上で反抗的→솔직함に変更

;性への関心,,
20,자제심,;売却の際に욕망4以上必要。ABL:봉사정신が上げにくい。快楽系PALAMが上がりにくい
21,쿨,:ABL:봉사정신が上げにくい。PALAM:온순, 욕정, 굴복, 공포, 反感が上がりにくい
22,감정부족,:ABL:봉사정신が上げにくい。PALAMが全体的に上がりにくい
23,호기심,;コマンドを実行しやすい。PALAM:習得が上がりやすい
24,보수적,;コマンドを実行しにくい。ABL:봉사정신が上げにくい。PALAM:習得が上がりにくい
25,포지티브,;ABL:봉사정신が上げやすい。PALAM:抑鬱が上がりにくい
26,네거티브,;ABL:봉사정신が上げやすい。PALAM:抑鬱が上がりやすい
27,일선을 넘지않음,;全てのABLが上げにくい
28,튀고 싶어함,;コマンドを実行しやすい。ABL:노출벽が上げやすい

;乙女心,,
30,정조관념,;情愛系調教の効果が低い。PALAM:反感が上がりやすい
31,정조 무관심,;情愛系調教の効果が低い。PALAM:反感が上がりにくい
32,억압,;コマンドを実行しにくい。売却の際に욕망4以上必要。PALAM:욕정が上がりにくい。PALAM:反感が上がりやすい
33,해방,;ABL:마조끼とABL:레즈끼が上げやすい。PALAM:욕정と屈服が上がりやすい
34,저항,;コマンドを実行しにくい。売却の際に욕망4以上必要。PALAM:욕정が上がりにくい。PALAM:反感が上がりやすい
35,수줍음,;コマンドを実行しにくい。露出系調教の効果が高い
36,부끄럼 없음,;露出系調教の効果が低い
37,약점,;コマンドを実行しやすい

;体質,,
40,아픔에 약함,;PALAM:공포と反感が上がりやすい。ABL:마조끼があるとSM系調教でPALAM:욕정が上がりやすい
41,아픔에 강함,;PALAM:공포と反感が上がりにくい
42,젖기쉬움,;PALAM:윤활が上がりやすい
43,젖기힘듬,;PALAM:윤활が上がりにくい
44,울보,;
45,울지 않음,;プレイ中に涙を見せない
46,약물중독,;しあわせ草使用による기력, 체력소비軽減＋効果増大。しあわせ草を与えないと7日ごとに禁断症状が起きる
47,정애미각,;精液を飲むだけで절정してしまう体質。ABL:정액중독が上げやすい

;技術,,
50,소질있음,;ABL:봉사정신が上げやすい。PALAM:習得が上がりやすい
51,습득느림,;ABL:봉사정신が上げにくい。PALAM:習得が上がりにくい
52,혀놀림,;フェラ系調教の効果が高い
55,조합지식,;特殊な아이템を購入できる。コマンド「しあわせ草」の체력と기력の消費が少ない
56,약독내성,;コマンド「しあわせ草」「이뇨제」が実行不可
57,오줌싸개,;방뇨コマンドが常に使えるようになる。절정時に방뇨。

;潔癖度,,
60,자위하기 쉬움,;자위関連が実行しやすい。ABL:자위중독が上げやすい
61,악취둔감,;フェラ系調教を実行しやすい。ABL:정액중독が上げやすい
62,악취민감,;フェラ系調教を実行しにくい。ABL:정액중독が上げにくい
63,헌신적,;奉仕系調教を実行しやすい。ABL:봉사정신が上げやすい。PALAM:屈服が上がりやすい
64,불결무시,;調教者の時に汚れによるペナルティをうけない

;正直度,,
70,쾌감에 솔직,;コマンドを実行しやすい。ABL:욕망と봉사정신が上げやすい。PALAM:욕정が上がりやすい
71,쾌감을 부정,;コマンドを実行しにくい。PALAM:욕정が上がりにくい
72,중독되기 쉬움,;ABL:자위중독, 정액중독, 레즈중독が上げやすい
73,즉각함락,;コマンドを実行しやすい。調教時にABLが上がる事がある

;特殊性癖,,
74,자위광,;C系コマンド及び자위系コマンドの効果アップ
75,섹스광,;V系コマンドの効果アップ
76,음란,;コマンドを実行しやすい。ABLが全体的に上がりやすい
77,애널광,;A系コマンドの効果アップ
78,가슴광,;B系コマンドの効果アップ

;性癖,,
79,보이시,;オトコ以外による調教が実行しにくい。本来の素質名は「女嫌い」だが, 雰囲気重視でこう表記
80,도착적,;SM系調教の効果が高い。ABLが全体的に上がりやすい
81,바이,;レズ調教を実行しやすい。ABL:レズ, 레즈중독が上げやすい
82,남성불신,;オトコによる調教が実行しにくい
83,새드,;調教者の時にコマンドを実行しやすい。ABL:봉사정신が上げにくい
84,질투,;いるだけで他のキャラの回復量減少。効果は累積する
85,연심,;主人による調教が実行しやすい。PALAM:屈服が上がりやすい
86,망신,;コマンドを実行しやすい。PALAM:屈服が上がりやすい
87,소악마,;調教者の時にコマンドを実行しやすい
88,마조,;
89,노출광,;

;
90,섹프,;

;魅了,,
91,매혹,;調教者の時にコマンドを実行しやすい。調教者の時にPALAMが全体的に上がりやすい
92,수수께끼의 매력,;調教者の時にコマンドを実行しやすい。調教者の時にPALAMが全体的に上がりやすい
93,카리스마,;調教者の時にコマンドを実行しやすい。調教者の時に恐怖があがりやすい

;身体特徴,,
99,큰체구,;PALAM:고통, 恐怖が上がりにくい
100,작은체형,;PALAM:고통, 恐怖が上がりやすい
101,C둔감,;PALAM:快Cが上がりにくい
102,C민감,;PALAM:快Cが上がりやすい
103,V둔감,;PALAM:쾌Vが上がりにくい
104,V민감,;PALAM:쾌Vが上がりやすい
105,A둔감,;PALAM:快Aが上がりにくい
106,A민감,;PALAM:快Aが上がりやすい
107,B둔감,;PALAM:쾌Bが上がりにくい
108,B민감,;PALAM:쾌Bが上がりやすい
109,빈유,;ABL:B感覚が上げやすい。胸関連の調教にペナルティ
110,거유,;ABL:B感覚が上げにくい。胸関連の調教にボーナス
111,회복 빠름,;체력回復量が多い
112,회복 느림,;체력回復量が少ない
113,매력,;売却額増加
114,폭유,;【거유】の上位コンパチ
115,비만,;調教時に快楽系のPALAMが上がりにくくなる。抑鬱が上がりにくい。売却額がすごく下がる
116,절벽,;【빈유】の上位(下位?)コンパチ

117,치료,;助手として加わっていると全調教対象の回復量上昇。効果は累積しない
118,고무,;助手の時にコマンドを実行しやすい。助手の時に調教終了後の자위回数増加
119,통통함,

121,후타나리,;オトコでなくてもSEX系調教が可能
122,남성,;男である
123,광기,;売却額がかなり低下。いるだけで全調教対象の回復量減少。効果は累積する
124,동물귀,;売却額やや増加。獣姦調教の効果増。獣姦でも임신する
125,음모 없음,;陰毛が生えない
126,인기인,;売却額増加
127,역습,;くれぐれも背後に気を付けてください
128,음모 빽빽함,;陰毛がひどいことになっています

130,모유체질,;噴乳する
131,유아퇴행,;
132,유치,;子供っぽい
133,조루,;사정が早くなる
134,유리멘탈,;유아퇴행しやすい
135,미숙함,;指を除くV使用コマンド困難。사정しない。임신しない。売却額は低いがビデオの売値が高い
136,암캐,;獣姦コマンドの効果増大
137,묘판,;촉수系コマンドの効果増大

140,동물 좋아함,
141,동물 싫어함,

150,자위 안함,;자위不可
151,봉사 안함,;奉仕系コマンド不可
152,세뇌 안당함,;洗脳不可

153,임신,;子供を身ごもってる
154,육아 중,;子供を育てている最中
155,모성,;子を産んだ母の愛
156,부성,;子供を持った父の愛。主人公専用能力
157,알 품음,;卵を身ごもってる

160,마더콘,;【모성】を持っているキャラからの調教効果が高い
161,브라콘,;【부성】を持っているキャラからの調教効果が高い
162,시스콘,;【여동생】を持っているキャラだと調教効果が高い
163,로리콘,;今のところ名誉職だが, 将来的には【중학생】を持っているキャラだと調教効果が高い予定

;売春関係の素質(eraIm@sより流用),,
180,업소여성,;営業に対して積極的になっている状態です
181,고급 창부,;最上級の娼婦になった証です。営業全般にボーナスが付きます
182,요설스러움,;喋り上手です。営業の結果にプラスの影響を与えます
183,단골손님,;その娼婦を気に入っている客がいる状態です。来客数や満足度にボーナス, また特殊なプレイが可能になります
184,남친있음,;一部の客から求愛され, 受け入れている状態です。主人に愛が付いていると得られませんし, これをもっている場合愛は付きません
185,가희,;コンサートを開いた際のボーナスが大きくなります
186,무희,;ダンスショーを開いた際のボーナスが大きくなります
187,미희,;コンサートやダンスショーのボーナスが大きくなります(＠未実装)

190,깨끗한 교제,;남친이벤트억제

;196,깃발 인간,;何でも言う事を聞くようになる
197,악성 겁쟁이,;
198,왕도짓코,;よくない事が起きる
199,매각 불가,;売却できない
;-------------------------------------------------,,
;200-299 職業素質,,
;-------------------------------------------------,,
201,프로듀서,;助手の時に調教対象のPALAM:習得が上がりやすい
202,매니저,;봉사정신が上がりやすい
203,아이돌,;売却額や撮影したビデオの買取値が高い。노출벽が上がりやすい。接待で有利になることがある
204,운동부,
205,아가씨,;
206,유부녀,;욕망が上がりやすい。接待で有利になることがある
207,무녀,;유령・精霊キャラへの調教効果が高い。接待で有利になることがある
208,귀족,;
209,야마토 나데시코,
210,가난뱅이,;
211,협상에 능숙함,;助手の時に奴隷やビデオ, 모유を高く売ってくれる
212,미망인,

220,고등학생,;接待で有利になることがある
221,중학생,;特定イベントで고등학생に進化する
222,초등학생,;特定イベントで중학생に進化する
223,대학생,
224,우등생,
225,원교소녀,
;-------------------------------------------------,,
;230- 強化素質,,
;-------------------------------------------------,,
230,음핵,;C感度アップ。C절정の체력と기력の減少を低減。
231,음유,;B感度アップ。B절정の체력と기력の減少を低減。
232,음호,;V感度アップ。V절정の체력と기력の減少を低減。
233,음항,;A感度アップ。A절정の체력と기력の減少を低減。
;-------------------------------------------------,,
;250- AWS用素質,,
;-------------------------------------------------,,
251,초유,
252,마유,
253,신유,
;-------------------------------------------------,,
;270- 特殊素質,,
;-------------------------------------------------,,
271,항상발정,;PARAM:欲情と潤滑にボーナスがつく。
272,성호,;強化素質を全部取ると取得。全体的に感度アップ。
;-------------------------------------------------,,
;300-399 秘密素質,,
;-------------------------------------------------,,
310,가이노이드,;死亡時に従順依存確率で蘇生。체력回復量が多い。울지않음。임신しない。とても高く売れる。
311,안경,
319,소꿉친구,
320,여동생,;【시스콘】を持っているキャラへの調教効果が高い
321,성형미인,;
322,쉬메일,
323,스트레스성 비만,;부정의 구슬が一定数溜まると【비만】が付く。부정의 구슬がなくなると元に戻る
324,언니,
325,비밀지식,;비밀 연구소に出入り可能になる
326,멋쟁이,
330,미션,















398,훈장,;対ガンダーロボ戦に勝利した
;399,사실의 진상,;シナリオモード用。真エンディングに行ける
;,,
;,,
400,AV배우,;
401,인기 AV배우,;
402,패션모델,;
403,알바생,;
404,알바전사,;
405,니트,;
406,코스플레이어,;
407,공주님,;
408,외국인,;
409,혼혈,;
410,쿼터,;
411,간호사,;
412,교사,;
413,여장소년,;
414,동안,;
415,OL,;
416,홀린듯함,;
417,메이드,;
418,요리잘함,
419,이상회복,
420,피임중,
421,캬바레녀,
422,갈색피부,
423,영향받기 쉬움,
424,흡연자,
425,섹프있음,
426,수수함,
427,성직자,
428,신앙심,
429,경찰,
430,영원한 사랑
431,저널리스트
432,갸루계
433,의사
434,휠체어
440,절륜

;450- 男性専用素質,
450,바람둥이
451,호스트
452,불량




;500- (ほぼ)専用素質,
500,이계 지식,;
501,최첨단 과학,;
502,야쿠자의 딸,;気に入らない人間を消すことができるようになる
503,호신술,;ある程度自分のことは自分で守れます
504,안드로이드,;なんか色々とできます
505,음마,;서큐버스さん
506,성우,;こえでおしごとする人です
507,하루우라레,;超絶美少女ばかりです
508,더치와이프,;
509,Colorful Pure Girls,;超人気아이돌ユニット。30人ぐらいいます
510,무당,;
511,천사,;천사さま
512,그랜드마스터,
513,악의 조직,
514,실험체,
515,오리지널 밴드(아이돌),;プロデュースすることになるユニットです
516,야쿠자의 아내,
517,탐정,
518,Mermaid girl,
519,Triptych,
520,성마술,
521,유령,
522,Emerald Queen,
523,Lily Princess,

530,평화의 가희?,;平和の가희を退けその組織を乗っ取った証
531,타락한 가희,;とある少女によって全てを奪われた平和の가희の成れの果て
532,룬마스터,;아카샤大幹部の一席。神秘と魔術の主

;,,
;550-エクストラ素質,,
550,근성,;表示上はフレーバー, 최대 기력1500上昇
551,기적,
552,ONLY ONE IDOL,
553,ONLY ONE EMPRESS,
554,LUXURIA,;《色欲》
555,SUPERBIA,;《傲慢》
556,INVIDIA,;《질투》
557,IRA,;《憤怒》
558,ACEDIA,;《怠惰》
559,AVARITIA,;《強欲》
560,구현,
561,GULA,;《暴食》
562,SUPER HEROINE,











;600- 隠し素質,,
601,귀가 얇음,;
602,유명인,;
603,기억상실,;
604,부스트: 미노리,;
605,부스트: 유카리,
606,부스트: 하루카,
607,부스트: 쇼코,
